player,team,rating,minutes,season
Jack Collison,West Ham,6.3,629,12-13
Jack Collison,West Ham,6.51,199,10-11
Jack Collison,West Ham,6.92,1659,09-10
Jack Cork,Burnley,6.58,3313,18-19
Jack Cork,Burnley,6.73,773,09-10
Jack Cork,Burnley,6.74,3420,17-18
Jack Cork,Southampton,6.63,477,14-15
Jack Cork,Southampton,6.79,1736,13-14
Jack Cork,Southampton,6.88,2431,12-13
Jack Cork,Swansea,6.6,2233,16-17
Jack Cork,Swansea,7.05,2545,15-16
Jack Cork,Swansea,7.18,1325,14-15
Jack Grealish,Aston Villa,5.9,2,13-14
Jack Grealish,Aston Villa,6.44,833,15-16
Jack Grealish,Aston Villa,6.64,817,14-15
Jack Robinson,Liverpool,6.11,2,09-10
Jack Robinson,Liverpool,6.91,147,10-11
Jack Rodwell,Everton,6.37,1412,10-11
Jack Rodwell,Everton,6.48,926,11-12
Jack Rodwell,Everton,6.67,1622,09-10
Jack Rodwell,Manchester City,6.22,109,13-14
Jack Rodwell,Manchester City,6.58,497,12-13
Jack Rodwell,Sunderland,6.41,1159,15-16
Jack Rodwell,Sunderland,6.62,1493,16-17
Jack Rodwell,Sunderland,6.63,1487,14-15
Jack Simpson,Bournemouth,5.9,72,17-18
Jack Simpson,Bournemouth,6.41,403,18-19
Jack Stephens,Southampton,6.52,1699,18-19
Jack Stephens,Southampton,6.78,1469,16-17
Jack Stephens,Southampton,6.79,1980,17-18
Jack Wilshere,Arsenal,6.0,1,09-10
Jack Wilshere,Arsenal,6.4,37,16-17
Jack Wilshere,Arsenal,6.64,141,15-16
Jack Wilshere,Arsenal,6.82,1188,17-18
Jack Wilshere,Arsenal,6.84,732,14-15
Jack Wilshere,Arsenal,7.01,1720,13-14
Jack Wilshere,Arsenal,7.05,1696,12-13
Jack Wilshere,Arsenal,7.05,2652,10-11
Jack Wilshere,Bolton,6.95,1093,09-10
Jack Wilshere,Bournemouth,6.82,1916,16-17
Jack Wilshere,West Ham,6.68,389,18-19
Jacob Murphy,Newcastle United,6.25,300,18-19
Jacob Murphy,Newcastle United,6.29,1145,17-18
Jairo Riedewald,Crystal Palace,6.32,436,17-18
Jak Alnwick,Newcastle United,6.15,495,14-15
Jake Clarke-Salter,Chelsea,6.2,16,15-16
Jake Hesketh,Southampton,6.08,52,14-15
Jake Kean,Blackburn,6.45,90,11-12
Jake Livermore,Hull,6.72,1673,16-17
Jake Livermore,Hull,6.72,3033,14-15
Jake Livermore,Hull,6.81,3054,13-14
Jake Livermore,Tottenham,6.0,1,09-10
Jake Livermore,Tottenham,6.24,416,12-13
Jake Livermore,Tottenham,6.47,839,11-12
Jake Livermore,West Bromwich Albion,6.51,1303,16-17
Jake Livermore,West Bromwich Albion,6.53,2675,17-18
Jakob Haugaard,Stoke,6.14,405,15-16
Jamaal Lascelles,Newcastle United,6.61,1149,15-16
Jamaal Lascelles,Newcastle United,6.8,2748,18-19
Jamaal Lascelles,Newcastle United,7.04,2928,17-18
Jamar Loza,Norwich,6.21,32,13-14
James Beattie,Blackpool,6.47,433,10-11
James Beattie,Stoke,6.48,801,09-10
James Chester,Hull,6.82,1868,13-14
James Chester,Hull,7.03,1876,14-15
James Chester,West Bromwich Albion,6.71,963,15-16
James Collins,Aston Villa,6.98,2780,11-12
James Collins,Aston Villa,7.04,2853,10-11
James Collins,Aston Villa,7.22,2367,09-10
James Collins,West Ham,6.87,1654,16-17
James Collins,West Ham,6.92,1050,17-18
James Collins,West Ham,6.92,1440,15-16
James Collins,West Ham,7.02,2496,12-13
James Collins,West Ham,7.15,1899,13-14
James Collins,West Ham,7.21,1879,14-15
James Collins,West Ham,7.73,270,09-10
James Garner,Manchester United,6.0,1,18-19
James Hurst,West Bromwich Albion,6.87,90,10-11
James Husband,Middlesbrough,5.8,59,16-17
James Maddison,Leicester,7.2,2850,18-19
James McArthur,Crystal Palace,6.67,2010,16-17
James McArthur,Crystal Palace,6.75,2434,17-18
James McArthur,Crystal Palace,6.8,3072,18-19
James McArthur,Crystal Palace,6.85,2193,15-16
James McArthur,Crystal Palace,7.17,2607,14-15
James McArthur,Wigan,6.3,542,10-11
James McArthur,Wigan,6.68,1747,11-12
James McArthur,Wigan,6.83,2407,12-13
James McCarthy,Everton,6.25,207,17-18
James McCarthy,Everton,6.36,14,18-19
James McCarthy,Everton,6.59,614,16-17
James McCarthy,Everton,6.88,2435,15-16
James McCarthy,Everton,7.09,2404,14-15
James McCarthy,Everton,7.14,2856,13-14
James McCarthy,Wigan,6.76,2900,11-12
James McCarthy,Wigan,6.87,3376,12-13
James McCarthy,Wigan,6.89,1638,09-10
James McCarthy,Wigan,6.91,1983,10-11
James McClean,Sunderland,6.64,2332,12-13
James McClean,Sunderland,7.07,1843,11-12
James McClean,West Bromwich Albion,6.38,1397,17-18
James McClean,West Bromwich Albion,6.54,1467,16-17
James McClean,West Bromwich Albion,6.83,2416,15-16
James McFadden,Birmingham,6.95,281,10-11
James McFadden,Birmingham,7.21,2656,09-10
James McFadden,Everton,6.3,166,11-12
James McFadden,Sunderland,6.01,34,12-13
James Milner,Aston Villa,7.37,3175,09-10
James Milner,Aston Villa,9.14,85,10-11
James Milner,Liverpool,6.78,1764,17-18
James Milner,Liverpool,6.91,1787,18-19
James Milner,Liverpool,7.21,2416,15-16
James Milner,Liverpool,7.26,3160,16-17
James Milner,Manchester City,6.59,1359,13-14
James Milner,Manchester City,6.77,2050,10-11
James Milner,Manchester City,6.91,1579,11-12
James Milner,Manchester City,7.02,1721,12-13
James Milner,Manchester City,7.02,1744,14-15
James Morrison,West Bromwich Albion,6.48,206,17-18
James Morrison,West Bromwich Albion,6.52,1740,16-17
James Morrison,West Bromwich Albion,6.68,2282,10-11
James Morrison,West Bromwich Albion,6.8,2210,13-14
James Morrison,West Bromwich Albion,6.82,2851,12-13
James Morrison,West Bromwich Albion,6.93,2559,14-15
James Morrison,West Bromwich Albion,7.0,1344,15-16
James Morrison,West Bromwich Albion,7.28,2132,11-12
James Perch,Newcastle United,6.49,869,10-11
James Perch,Newcastle United,6.56,1820,12-13
James Perch,Newcastle United,6.67,1330,11-12
James Tarkowski,Burnley,6.39,556,16-17
